,kep,datetime
71,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 244.86641082595776;}, attitude=org.orekit.attitudes.Attitude@3791af, mass=1000.0, additional={}}",2020-01-01 01:12:00
72,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 248.20376814610955;}, attitude=org.orekit.attitudes.Attitude@66fff42f, mass=1000.0, additional={}}",2020-01-01 01:13:00
73,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 251.62096403568228;}, attitude=org.orekit.attitudes.Attitude@308be1a3, mass=1000.0, additional={}}",2020-01-01 01:14:00
74,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 255.12275454874995;}, attitude=org.orekit.attitudes.Attitude@32cde414, mass=1000.0, additional={}}",2020-01-01 01:15:00
75,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 258.71396579663764;}, attitude=org.orekit.attitudes.Attitude@e4bb10b, mass=1000.0, additional={}}",2020-01-01 01:16:00
76,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 262.39945393734104;}, attitude=org.orekit.attitudes.Attitude@178c6261, mass=1000.0, additional={}}",2020-01-01 01:17:00
77,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 266.1840530390594;}, attitude=org.orekit.attitudes.Attitude@78e50fca, mass=1000.0, additional={}}",2020-01-01 01:18:00
78,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 270.07250876350724;}, attitude=org.orekit.attitudes.Attitude@2555a986, mass=1000.0, additional={}}",2020-01-01 01:19:00
79,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 274.06939577811073;}, attitude=org.orekit.attitudes.Attitude@76c587ce, mass=1000.0, additional={}}",2020-01-01 01:20:00
80,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 278.1790169179929;}, attitude=org.orekit.attitudes.Attitude@2ae7c1d, mass=1000.0, additional={}}",2020-01-01 01:21:00
