,kep,datetime
97,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 364.9661111813109;}, attitude=org.orekit.attitudes.Attitude@257b6c58, mass=1000.0, additional={}}",2020-01-01 01:38:00
98,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 370.6213926386678;}, attitude=org.orekit.attitudes.Attitude@6ae32ff0, mass=1000.0, additional={}}",2020-01-01 01:39:00
99,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 376.24252950851735;}, attitude=org.orekit.attitudes.Attitude@1c5cd2ea, mass=1000.0, additional={}}",2020-01-01 01:40:00
100,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 381.81243765620934;}, attitude=org.orekit.attitudes.Attitude@72bdbfe9, mass=1000.0, additional={}}",2020-01-01 01:41:00
101,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 387.3153643514812;}, attitude=org.orekit.attitudes.Attitude@cda144a, mass=1000.0, additional={}}",2020-01-01 01:42:00
102,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 392.7372185699167;}, attitude=org.orekit.attitudes.Attitude@7fb5368e, mass=1000.0, additional={}}",2020-01-01 01:43:00
103,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 398.06580362773633;}, attitude=org.orekit.attitudes.Attitude@5847010, mass=1000.0, additional={}}",2020-01-01 01:44:00
104,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 403.2909486130048;}, attitude=org.orekit.attitudes.Attitude@1ad9d5be, mass=1000.0, additional={}}",2020-01-01 01:45:00
105,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 408.4045441255918;}, attitude=org.orekit.attitudes.Attitude@46fdfaeb, mass=1000.0, additional={}}",2020-01-01 01:46:00
106,"SpacecraftState{orbit=Keplerian parameters: {a: 7000000.0; e: 0.2; i: 68.0; pa: 280.0; raan: 0.0; v: 413.4004947439697;}, attitude=org.orekit.attitudes.Attitude@102aa5fc, mass=1000.0, additional={}}",2020-01-01 01:47:00
